product,helpful_count,total_comments,review_country,reviewed_at,review_text,Review rating out of 5,review_title
Apple iPhone XR (64GB) - Black,0,0, India ,8/20/19,I just got my iPhone XR 128GB White phone. I feel am lucky to get 12% discount on MRP. In addition 10% discount on my Credit card. Also an 2% instantaneous cashback on a special day. Total paisa-vasool!!,5,Delighted on iPhone XR 128GB White!!!
Apple iPhone XR (64GB) - Black,2,0, India ,2/21/20,Got it after discount for 43000+ additional value of 4000 on phone exchange.,5,Expensive CAN be Value for Money
Apple iPhone XR (64GB) - Black,1,0, India ,9/20/19,"Feels like got robbed by apple I bought it for 64990 and after 10 days of launching iPhone 11 the price of this phone reduced to 54990 10000 drastic drop. Its bionic A12 chip is good and smooth but battery performance is bad, and it doesn't even have  Fingerprint sensor, the face detection wont work at all angles. Need to stop buying this apple product.",2,iPhone review with regards  to amazon
Apple iPhone XR (64GB) - Black,2,0, India ,9/29/19,"The iPhone is a great phone, but I am really impressed with amazon. I recieved the phone in less than 36hrs and checked the warranty and coverage on the Apple website. Everything was right in place, turns out I was unnecesarily hesitant to purchase the phone online. Also got one year screen insurance free in addition to the heavy discount!",5,Great deal with a good product
Apple iPhone XR (64GB) - Black,0,0, India ,3/8/20, My review after one month of use,5,👌👌👌CORAL XR Just Go for it & save 15k over 11.
Apple iPhone XR (64GB) - Black,2,0, India ,2/7/20,Pathetic experience with this phone . Bought it for 60K and not worth the price . Assembled in China and lot many issues with battery and other features . Better to buy from stores which are assembled in India and are cheaper with better quality check . Learnt hard way to never but electronics from amazon .,1,Don’t go for it
Apple iPhone XR (64GB) - Black,2,0, India ,10/19/19,"I hot this product with 37K during big billion sale  ,and the product is super but it is not for you if you are a camera freak . Back camera and front camera both are good but front camera night vision is not enough . Over all battery life is good . Potrait mode  photos also good (without having a dual back camera)",5,iPhone xr
Apple iPhone XR (64GB) - Black,1,0, India ,7/12/19,"Not gonna lie while I was transferring my iCloud stuff, the phone got heated up to the point where I had to switch it off and then start over again.",4,Reviewing this after using it for a month!
Apple iPhone XR (64GB) - Black,1,0, India ,10/12/19,The best camera and feel of security...,5,OH APPLE! WHAT HAVE YOU MADE...(👌 AWESOME)
Apple iPhone XR (64GB) - Black,0,0, India ,9/27/19,"This is my 4th apple product. As usual, it’s apple works fine . Will easily can last upto 4 years. Battery- is just awesome, can last u full working day with heavy useage.",5,It’s Apple  ....
Apple iPhone XR (64GB) - Black,1,0, India ,7/24/19,"My second iphone and 3rd apple product so i can clearly say that if you are the first time user of apple product then you will surely give iphone XR 5 star rating but if you have been a long run user then you will think twice to give even 4 star also to this, may be after demise of Steve jobs apple has compromised with its quality, where as in till 2015 there were no comparison with any phone with iphone but now few products are giving strong comparison to it, apple is now only encashing its name but it will not good for the future of apple because now a days consumers are more aware, and if you are not giving 5 star to iphone the. Probably you have dealt with a wring product, sorry but not completely happy with XR. May be i will think next time when i will be upgrading my phone.",4,Only satisfied but certainly did't get the best one
Apple iPhone XR (64GB) - Black,3,0, India ,10/2/19,Best battery life in an iPhone.,5,Amazing and Durable
Apple iPhone XR (64GB) - Black,2,0, India ,11/15/19,"Awesome experience. Camera, performance and battery life is great. Totally worth every penny spent!",5,Brilliant phone. Value for money!
Apple iPhone XR (64GB) - Black,1,0, India ,8/19/19,1.The battery life is good.,3,Okayish
Apple iPhone XR (64GB) - Black,1,0, India ,10/15/19,"I got a very bad product from Amazon. This was really not expected from Amazon. i don't know whether its an issue from Apple or Amazon. From the day it has come it started giving me issues.Issues related Hardware like Distorted sound i.e. Other person cannot listen the voice clearly, voice becomes like mute, and Software Issues like Phone getting hanged [NEVER HEARD IOS HANGING], Not able to unlock the phone moreover not able to recieve a call. I am the first time user to the iPhone and got this sort of bad experience which was never thought of or never expected.I am really disappointed with the product.Also I think Battery Life can be improved. Camera quality and Face reader is OK.",2,VERY BAD EXPERIENCE FROM USING AN APPLE FOR THE FIRST TIME
Apple iPhone XR (64GB) - Black,3,0, India ,2/26/20,Thanks to Amazon for putting it on sale for 43K . Wonderful phone to have at such price . Battery life is perfect for heavy users . Although a double camera would have made it perfect.,4,Super phone
Apple iPhone XR (64GB) - Black,0,0, India ,10/3/19,Honestly speaking I love apple products due to the simple design and fluid user experience with the products. I am a fan of black but i got the Product RED as part of the amount goes for HIV research.,5,Awesome Product
Apple iPhone XR (64GB) - Black,0,0, India ,1/21/20,"This phone is just awesome. Screen is really good and bright, you can’t really make a difference between the screen and an AMOLED screen. I have compared them side by side. You can’t really say the difference.",5,Awesome phone (except the camera is average for the price)
Apple iPhone XR (64GB) - Black,1,0, India ,10/8/19,Note: No fingerprint reader in the phone so please consider it as the review of face id.,5,Go for it!
Apple iPhone XR (64GB) - Black,4,0, India ,9/25/19,"Received a faulty set, had to take it to a service centre within 2 months and they had to replace it with a new phone.",1,Faulty set received
Apple iPhone XR (64GB) - Black,0,0, India ,10/4/19,"Good purchase during the sale. I like it. Moved from 6 to XR, which makes it bulky in your hand. But i will get use to it. Battery backup is good. I love the photos clicked in Protrait mode.",5,Happy with this purchase.....!
Apple iPhone XR (64GB) - Black,1,0, India ,10/15/19,"Good phone. Being a 1st time user of ios, i liked it a lot. Although the compromises made for this phone like inferior display, big bezels nd notch are cleary visible and annoying. Battery life is top notch although supplied 5 watt charger is a trash. Using my iPad charger to charge it fast. Camera gives dslr quality pics in daylight nd outdoors but night photos are below average. In total a good package to try out apple ecosystem.",5,Not too good not too bad
Apple iPhone XR (64GB) - Black,1,0, India ,9/4/19,"I purchased this phone from amazon during the freedom sale got it for an effective price 49k . This is my first iphone and honestly not regretting a bit . I was worried about the specs such as LCD screen and camera quality but it did not disappoint me this one camera on XR is 1000 times better than those Three cameras on my samsung A50 and the LCD screen hardly makes a difference its crystal clear and vibrant . The battery life is just beautiful it can stand for 48hours on a single charge . Overall it a good buy , Apple is never great with specs but the always kills it",5,Do not focus on the specs
Apple iPhone XR (64GB) - Black,3,0, India ,10/1/19,The phone was not getting power on..,1,Bad customer care for purchasing iPhone on Amazon
Apple iPhone XR (64GB) - Black,1,0, India ,10/16/19,"It's a fabulous product. I'm sure everyone knows it's quality. Only one thing that I should mention here regarding the battery. I was definitely expecting a better battery life in the normal mode. It's merely giving a day with normal usage in that mode. However, in the Low Power Mode, its giving a great battery life without compromising any regular features of the phone.",5,What a phone
Apple iPhone XR (64GB) - Black,2,0, India ,10/16/19,"My experience with iPhones was never bad but this time with iPhone XR the phone started hanging from the very first month, it has not yet been a month and is already hanging.. did not expect this from apple gadgets. everything else is good the battery life , camera but its a little heavy, heats up and has started HANGING.",5,Phone started hanging on the first 15 days
Apple iPhone XR (64GB) - Black,0,0, India ,10/11/19,Since from a lot of months i have been waiting to buy an iPhone XR in great Indian sale and as more than I expected I bought this mobile for a huge price drop thanks to Amazon for that.I ordered on Saturday noon 1 Pm and I got the product on the next day early morning 7 Am a super fast delivery from Amazon.,5,Iphone XR a beast
Apple iPhone XR (64GB) - Black,1,0, India ,9/10/19,"If you are an Android user, you will find iPhone difficult in many respects. Firstly iPhone is not google friendly. Google updates will not happen automatically. Many free apps found in Android phones are not available in iPhone set up or you have to pay dearly. And there are many moreeeeeee......",3,Terrible Experience to switch from android to iOS
Apple iPhone XR (64GB) - Black,0,0, India ,10/17/19,This is my first iPhone and I am being excited. Close to a month now and I am still saying my new iPhone.,5,Amaaaaaaazing
Apple iPhone XR (64GB) - Black,1,0, India ,10/6/19,"Hi Team,",3,Headphone quality is not as per iPhone standards
Apple iPhone XR (64GB) - Black,2,0, India ,8/5/19,I dont understand why would anyone use any other phone other than Iphone.  God please forgive their ignorance. They know not what they are missing,5,Iphone - either Iphone or no phone
Apple iPhone XR (64GB) - Black,4,0, India ,10/14/19,My iphone was excellent bt i want my iphone complete bill...in box I can’t receive bill,1,Bill problem
Apple iPhone XR (64GB) - Black,1,0, India ,10/2/19,Waited for a long time to get this mobile,5,Best iphone u can get ryt now
Apple iPhone XR (64GB) - Black,4,0, India ,10/8/19,Want to return but u are not accepting it.. Bad experiance on amazon... Really paying a huge amount and giving bad quality products....,1,Useless purchasing from Amazon
Apple iPhone XR (64GB) - Black,1,0, India ,11/13/19,The product is awesome i have brought the same in Sep & there has been no issues it’s currently running on IOS 13.2.2 & the phone is very fast it also has e-sim which is a major plus point face recognition is very good without any hassle & the battery is good enough to take it for a day & half. As this phone was bought after APPLE TV + was released we have received a annual subscription free with the product from 1st Nov 2019,5,Awesome Phone for a Average Users !!!!!
Apple iPhone XR (64GB) - Black,3,0, India ,10/2/19,Pls pls don't buy from amazon or any other site buy it from store because i got a defected xr its face id is not working and it is having heating issues and now amazon is also not replacing it,2,Don't buy
Apple iPhone XR (64GB) - Black,0,1, India ,12/29/19,"This is my third iPhone and I must say - each time Apple introduces an iPhone, they improve a lot in each model. iPhone XR is one of best selling iPhone for year 2018. Its not that cheap but still standout in crowd. Its not expensive than iPhone XS but still have all the features same as other top models- only difference is OLED screen but I can live with that. Recently introduced iPhone 11 and XR have only one difference which is of Price. Most of the features are exactly same. Best Battery backup ever in an iPhone I must say. Soothing and flawless iOS.  Camera is more than average and very much improved as compared to previous generations. Glass frame back and front and very appealing to eyes. Overall, a satisfactory experience with this device. A must buy if are considering iPhone 11 but have low budget.",5,Superb and Excellent as always.
Apple iPhone XR (64GB) - Black,1,0, India ,8/17/19,"Fingerprint reader given one star coz it has Face ID 😂, it works lightning fast (even in the dark) , super build quality, battery backup is nuts (works for more than 2 days with decent use) , Camera quality is amazing for photography and videography. Preferred product over iphone X if screen quality is not the main thing to notice (doesn't matter if you don't watch 4K videos on youtube)",5,Excellent value for money product
Apple iPhone XR (64GB) - Black,0,0, India ,10/1/19,"Using an iPhone after 6 years. Have been using Android and the transition is bit difficult as I am used to having different functions. Happy with product, it is not as bulky as I assumed. Vibrant colour and smooth functioning. Delivery was also very quick.",5,Loving it!!
Apple iPhone XR (64GB) - Black,2,0, India ,8/24/19,Looks: 5 /5,5,Excellent product
Apple iPhone XR (64GB) - Black,0,0, India ,10/26/19,Display 3.7/5 — but u will get use too it not too bad better than expensive android phones  (DONT BUY IF DISPLAY IS YOUR PRIORITY),4,THINGS U NEED TO KNOW
Apple iPhone XR (64GB) - Black,0,0, India ,11/6/19,Only face recognition and no fingerprint. I think the phone is very good. Screen could be little smaller However these days only big screen phones are being launched so lets wait for future.,5,Very good phone to buy now (End of 2019)
Apple iPhone XR (64GB) - Black,0,0, India ,10/13/19,Heyaa! I just purchased Iphone couple of weeks back and its been 15days of my experience with iphone! This is the first ever Iphone for me and im super excited to buy this....here goes my quick review in brief about the entire phone specs!,4,My first ever Iphone : Red : Loving it!🥰
Apple iPhone XR (64GB) - Black,1,0, India ,10/15/19,3 years with iPhone 6s and never faced a lag or hang . Battery started draining faster obviously 3 years and heavy usage did that .,5,"From 3g, 3gs,4g,5g,6s now XR . Iphone Lover ."
Apple iPhone XR (64GB) - Black,1,0, India ,10/8/19,"It is very sad to say that Amazone allow to seller to sell the Damage iPhone to their site,.I purchase iphone XR but after receiving it is found that speaker was not good,vibration problem and camera quality was bad.I contacted to Amazone customer care but they refuse to do the same.”, Amazone customer told  that everything ll be look by iPhone care.I went there and they told me to submit the phone.They r not Exchanging  the same.Its been feel like I m using 2nd hand phone.Really very disappointed.",2,Not to iPhone Through Amazone
Apple iPhone XR (64GB) - Black,1,0, India ,1/14/20,It’s good to be back with Apple and IOS!!,4,iPhone XR great choice!
Apple iPhone XR (64GB) - Black,0,0, India ,12/29/19,"It's my first iphone ..i had also read a review about this phone which made me convinced to buy this particular product and model,though color yellow is my own choice,actually I wanted to buy iPhone 11 but when I read a review about this phone i got convinced bcoz sometimes it's really difficult to decide between to best things. Guys whosoever wants to buy iPhone 10 xr plz go for it it's a beautiful phone with all latest feature. Picture quality, screen touch, face recognition,battery life every thing is perfect,And trust me u won't regret..!!💕.",5,When u have to choose between to best products.!
Apple iPhone XR (64GB) - Black,0,0, India ,10/3/19,Great deal.. Got it for 42999 for 128 GB version,5,iPhone XR - camera beauty
Apple iPhone XR (64GB) - Black,1,0, India ,11/23/19,Pros:,4,Amazing product -- Delivered in 3 days
Apple iPhone XR (64GB) - Black,0,0, India ,11/1/19,I had s4 and SE...bought this because it is from apple..I am not a techie.. now I like SE,5,Satisfied
Apple iPhone XR (64GB) - Black,1,0, India ,11/4/19,"I received the phone on 21.10.2019, the phone operation was fine till 23.10.2019 and from next day it showed NO SIM after that all other sims were tried but the phone always displayed no sim installed and never worked again, this is the first time I had such a bad experience with Amazon, I was very very upset and today handed over the I phone Xr 128 GB to the authorised service centre in Kolkata, their response was not very positive and they will give feedback in 4-6 days time.",1,Got a damaged phone
Apple iPhone XR (64GB) - Black,0,0, India ,3/27/20,Fantastic Apple phone in this price range.,4,Good product
Apple iPhone XR (64GB) - Black,0,0, India ,10/30/19,It is genuine and good phone. Esim facility is not working. May have to check with the service provider as well.,2,"Excellent phone, but unfortunately have got a defective product"
Apple iPhone XR (64GB) - Black,0,0, India ,10/28/19,The name Apple defines everything. Awesome phone. The delivery was on time thanks to Amazon.,5,Review after 2 weeks !!!
Apple iPhone XR (64GB) - Black,2,0, India ,8/11/19,"Good battery life and attractive design,  amazon offered great discount so went for it,  little heavy but that's OK.  Overall very nice product",5,Go for it
Apple iPhone XR (64GB) - Black,0,0, India ,9/30/19,"Thanks for Amazon for genuine product and safe delivery. Couple of month back i bought this mobile for 55,999. I am quite shock to see the reduction in price. However, The mobile works absolutely fine and truely a flagship phone. Smooth UI, Outstanding camera and average battery life.",3,A premium mobile in hand
Apple iPhone XR (64GB) - Black,1,0, India ,10/6/19,"Delivered with in 2 days, Thanks to Amazon Prime.",5,Living the BRAND: apple
Apple iPhone XR (64GB) - Black,0,0, India ,8/19/19,"Best iphone out there coming from iphone 6 , XR just blown my mind away . Below are pros n cons of the phone",5,Simply Amazing XR
Apple iPhone XR (64GB) - Black,0,0, India ,10/30/19,"Phone not working. Phone was autotyping and then eventually frozen screen. I bought on 15th oct and barely used for few days. No support from amazon for replacement for defective piece. One thing to note that when I received this piece, it was in a locked bag. However, there should have been some QR code on bag which the delivery boy scans. There was no such code on the bag and the delivery center sent the qr code as whatsapp on my phone.",1,Defective product.  Dont buy apple products from amazon.
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,Indeed a great phone. After a month usage I can say following:,5,Class apart phone || Worth it
Apple iPhone XR (64GB) - Black,1,0, India ,3/6/20,"While on call, if you want to see the screen, it takes time to turn on. So if you want to disconnect or add another call, frst you have to wait for the screen to turn on.. which is very irritating. One can’t even press the home button as it is not there in xr. Even aftr pressing power key, screen doesn’t turn on immediately nd pressing it twice results in disconnection of call. 😤😤",3,Screen turn on issue
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,Thank u amazon for letting me hv this phone for under 40k. Everything about the phone is exceptional and for a change battery is excellent. Camera is good too and with dual sim capabilities the phone is sure a winner. The 11 is the same phone with just dual camera but 20k higher. So it didn’t make sense to buy the iPhone 11.,5,Fantastic phone at fantastic price
Apple iPhone XR (64GB) - Black,0,0, India ,10/11/19,iOS 13 is a failed attempt from apple. The phone doesn't have a smooth wifi or network connectivity. Its worse than some other phones half the cost. Absolute disappointment. Even older phones like 5s and 6s don't show network issues while the iPhone XR has these issues. Apple support is clueless and can't solve the issue. Disappointed with this apple product. All else is good just that the phones connectivity which is the most important thing for a phone is atrocious. Avoid if u can.,1,DO NOT BUY THE IPHONE XR AND UPDATE TO IOS 13
Apple iPhone XR (64GB) - Black,2,0, India ,1/18/20,"I’m very happy with this Apple product except call records. I didn’t find any app that suits my iOS XR in the store, rest everything works well.",5,No call recording app
Apple iPhone XR (64GB) - Black,1,0, India ,2/14/20,"Everything on this XR works extremely well but the only problem that i have faced is that there is some kind of manufacturing defect in the camera lens.The photos shot have a black spot kind of smoky.Its only visible when something bright like sky or white wall is shot.Also,I’ve wiped the camera glass many times so it’s not on the camera but the inside lens.Guys,phone is quite good just be careful while purchasing can happen with anyone.",4,Manufacturing Defect!!
Apple iPhone XR (64GB) - Black,0,0, India ,7/4/19,I have been using iPhone XR for about a week and I am impressed with the purchase and the phone has met my expectations. Here are some of the facts:,5,"Premium build quality, exceptional battery and performance"
Apple iPhone XR (64GB) - Black,0,0, India ,1/11/20,For: Great battery life for an iPhone,5,Complete review after one month use
Apple iPhone XR (64GB) - Black,1,0, India ,7/27/19,"Pros - good screen resolution, camera quality, battery back up is good. Good screen size.",4,I phone XR
Apple iPhone XR (64GB) - Black,0,0, India ,12/12/19,"I purchased this phone (Apple iPhone XR (128GB) - Black) during the Amazone Deewali sale, working fine and no issues so far. Installation and configuration was pretty easy as my previous phone was also iphone. I have checked and verified the product and it is a genuine one. The convenience part  is copying contacts, photos , audio & video files took less than 2 min. In overall,  phone is  good and i got it for around 50K with a Credit card refund offer of 2.5k back after 3 months. But I didn’t receive the refund so far. Spoke to bank and they advised to get in touch with Amazon. Not sure where to reach now.",3,Good phone - Apple iPhone XR (128GB) - Black
Apple iPhone XR (64GB) - Black,1,0, India ,7/2/19,"I was a bit skeptical about buying it on Amazon. But happy to say..No regrets at all on this purchase. Works exactly as advertised. Absolutely no issues at all. Great battery life, nice photos. While the other variants of the latest iPhone have oled screen, this one has an lcd screen. But I don't think it is making a difference to me. The screen quality is excellent. Overall very satisfied with this purchase.",5,Very happy with the purchase.
Apple iPhone XR (64GB) - Black,1,0, India ,8/11/19,First time iOS user. Shifted from android to iOS finally,5,Beast!
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Reviewing the device after a months of usage.,5,Its all about the experience
Apple iPhone XR (64GB) - Black,2,1, India ,10/9/19,Battery life 5 hour and heating too much...Amazon se na kharide phone Sayed discount ke Naam pe refurbished phone dete hain....iPhone me heating problem samanya nahi hain....mera phone change kardo amazonwale,1,Bad amazon
Apple iPhone XR (64GB) - Black,1,0, India ,10/8/19,"Nice phone got it for rs44000 after discount.with no cost emi from Amazon icici credit card. Red is beautiful. Battery back is good last for more than one day in my case. Performance, quality And finish awesome. Got update to iOS13. Amazon super fast delivery in 14hrs. Phone was covered with innovative tamper proof packaging and a code ,otp was provided to me by sms before delivery. Code to me matched with code on packaging.",5,Iphone XR red 64gb
Apple iPhone XR (64GB) - Black,0,1, India ,7/15/19,There's no fingerprint sensor as its Iphone X series..face lock works good even in dark. Display is good fully visible in outdoors. Nice battery backup. Dual sim makes it awsome i.e one E Sim and normal one. May pay nominal fee for esim to operator. Currently only Jio and Airtel support esim..so please consider that.,5,Iphone is iphone
Apple iPhone XR (64GB) - Black,1,0, India ,10/2/19,I received this product with slight scratch on the camera edges. It can be easily noticeable and,1,Defect piece
Apple iPhone XR (64GB) - Black,0,0, India ,2/2/20,My 1st iPhone. I liked it. Only difficulty I find is I didn’t get much variety Of cases and cover for this model. You have to use for hands to handle this phone because of its size and skin. I purchased it in sell at Rs 46k in Nov 19. I prefer volume keys to be in right hand side and music aux cable on top which makes a mobile easy to handle and operate,4,4 star. Certainly not the iPhone of Steve jobs era.
Apple iPhone XR (64GB) - Black,2,0, India ,10/24/19,I had purchased the Mobile for Gift to My Son. When I started it on 23rd Oct I found that the some of the functions of the Mobile are not working. To my disapointment I could not return as it was not showing the option. The return period was valid but could not return.,1,Faulty Mobile
Apple iPhone XR (64GB) - Black,0,0, India ,11/9/19,I bought a Product Red iPhone XR in the Great Indian Amazon sale in exchange for my 3 year old iPhone 7. I got the 128 GB version for ₹ 40k.,5,Amazing buy!! Premium experience and value for money!!
Apple iPhone XR (64GB) - Black,0,0, India ,11/6/19,Best value for money apple device right now got this iphone xr for 38k steal price totally worth it i am not an apple fanboy i use my oneplus 7 along with this device the softare smoothness is unmatchable camera is great and brand value is superb but main cons is slow charger it takes almost 3hr to complete the charge and display is also good but flat/accurate colours but i like the saturated one of my 1+ 7 but the quality is very nice closer to 1080 full hd panel for so under 45k is the best apple device you can get but if display is your main priority than oneplus 7t is a better overall device along with fast charging in this price range,5,Killer phone at killer price 40k champ
Apple iPhone XR (64GB) - Black,4,0, India ,4/28/19,I checked the IMEI with Apple once i got the phone and it is genuine,5,Genuine product delivered
Apple iPhone XR (64GB) - Black,1,0, India ,10/2/19,"Hi, i have purchased this phone on 27th sep,  as i am prime member so i got this product on 30th sep.  I have created apple i. D pass word..  Since morning the very next day of product received..  Today is 1st oct 2019.. In a single day..  Even not completing 24 hours..  It is getting hang..  And it took time to almost 4 hours to unlock my device..  Even though i was not able to unlock my screen",1,Within 24 hrs it is getting hang and frozen..  And it took almost 4 hrs to unlock the device..
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,I have been using this Phone for about 5 months. I had used 5s and 6s plus. This phone is definitely a Big Big upgrade from former models. It’s brilliant in every possible way. The two main concerns which I had earlier with iPhones were battery life and secondary SIM card. I’m happy that finally Apple heard us and released this beast. You might wonder about thick bezels and LCD display on this phone. I bet you don’t notice them at all when you get along with this phone. No wonder why XR is the best selling smartphone worldwide. Battery life is excellent. Enough of reviews. Just go for it. You won’t regret at any point of time!,5,Brilliant In Every Way!
Apple iPhone XR (64GB) - Black,1,0, India ,10/4/19,"A superb smartphone at this price range, bought k20 pro a few days back but wanted to get an iPhone, got it on the early prime member sale at an amazing price, everything is perfect, except for the camera which shows a yellowish pictures everytime rest of all battery, screen performance is what I needed the most and this didn’t let me down. Thanks amazon and apple for timely delivery and a best product",5,Happy to own one after iPhone 5s
Apple iPhone XR (64GB) - Black,1,0, India ,3/7/20, Everything is awesome except battery.,4,My first IPhone 😍
Apple iPhone XR (64GB) - Black,3,0, India ,7/19/19,This does not seem to be a genuine product. My phone goes completely silent many times and i have to restart it. The seller is not genuine. Better go for other sellers or offline.,1,Not genuine seller
Apple iPhone XR (64GB) - Black,0,0, India ,1/29/20,"Really super experience,simply best quality,since 10 eyrs I used android and now feeling ios and iPhone quality,before I used Samsung S9plus which bought for 65k now it’s awailable for 28k means 25k worth product they sold for 65k.So my final  openion is shift to ios and iphone xr is value for money.",5,Setisfied customer
Apple iPhone XR (64GB) - Black,1,0, India ,6/22/19,Best battery life amongst current iPhones...lightning fast with the most current A12 processor...specs are almost at par with the iPhone XS/XS Max...except for the camera and display. All in all...excellent price/value equation.,5,Great price value equation
Apple iPhone XR (64GB) - Black,0,0, India ,11/21/19,I purchase in amazon festive sale at 40000 which is great but if one buy under 50000 at that price also it is amazing,5,Amazing i phone at this price
Apple iPhone XR (64GB) - Black,1,0, India ,10/27/19,I'm regular Amazon buyer for many years now.Got my first iPhone xr delivered on 7/10/2019.But sorry to inform it stopped working from 21/10/2019.Amazon delivered Apple phone which is a most trusted brand in world.Dont know whose fault it is.I contacted Apple authorised service centre ie. Icare  who has d mobile to Bangalore.And now I'm waiting for their reply.My trust on Amazon is affected,1,Faulty iPhone delivered by Amazon.
Apple iPhone XR (64GB) - Black,2,0, India ,10/25/19,Product is good what we bought from Apple store but what Amazon delivered is not good  I suspect this not good quality product Amazon delivered during sale  with in a month one day this iPhone abruptly went off ND I was not able to on it again,1,Don't buy iPhone from amazon
Apple iPhone XR (64GB) - Black,1,0, India ,7/22/19,"Very beautiful phone...very long battery life, superb camera quality...thanks a lot Amazon for such great discount during prime day sale n for making it affordable ...very happy with my purchase😊😊😊",5,iPhone XR just brilliant in every way !!!✌️✌️
Apple iPhone XR (64GB) - Black,1,0, India ,7/22/19,The phone is a little big and handling it single handed might be a problem but size matters ! The display and the face recognition is awesome,5,Worth the money :-)
Apple iPhone XR (64GB) - Black,1,0, India ,5/9/19,"Still now doing great . iPhone XR is a great phone , upgraded from iPhone 8+ , n i am totally satisfied. Yellow is a beautiful colour but the only con is the side bezels n aluminium frame colour.",4,Go for 256 gb only . Black / white / blue is better in looks
Apple iPhone XR (64GB) - Black,2,0, India ,8/7/19,Good battery backup so far. Little bit heavy compared to my previous version. Face unlock feature is a bit irritating sometimes as it gets unlocked sometimes when u don’t wanna do it,5,Much needed phone
Apple iPhone XR (64GB) - Black,0,0, India ,2/16/20,Well I’m writing this review after 3months of usage.,4,It’s not a wow one but we can go for it
Apple iPhone XR (64GB) - Black,0,0, India ,8/25/19,"Writing this review after 1 week of usage. Purchased the 128 GB version during the freedom sale for 57k. I was confused between One plus 7 Pro, IPhone XS and the XR and I must admit that it turned out to be a good decision. Its a classy product and feels premium in hand compared to other devices in this price range. The features that the other phones boast about are hardly being used in day to day life unless you are an avid gamer. The screen size is just perfect and quality is not bad as being highlighted in some of the reviews on youtube. Battery life is excellent, camera is very good and the phone is waterproof. Performance is excellent with A12 Bionic processor.",5,Excellent phone!!
Apple iPhone XR (64GB) - Black,0,0, India ,7/26/19,"I used to be an apple hater but no other phone ever matches the gaming optimisation of the iPhone XR/XS/XS Max. These devices with the A12 bionic chip just beat any other android devices in graphics rendering performance without a doubt. People have been complaining about the display that is basically 828p but trust me, you won’t even notice the difference between a proper 1080p screen and this one. In fact this screen looks better than most of the 1080p mobile phone screens (thanks to the liquid retina display technology it uses). The camera is amazing in all aspects and one of the best out there in the smartphone market but it can’t click portraits without detecting a human face (P.S. you can download an app named halide at the appstore to click non human portraits).",5,"Buttery smooth performance, the real value for money iPhone."
Apple iPhone XR (64GB) - Black,0,0, India ,8/24/19,After 2 weeks of usages I am giving my review:,5,IPhone XR 64gb review after 2 weeks usage.
Apple iPhone XR (64GB) - Black,1,0, India ,5/11/19,Very good phone but can be priced better as this can be considered as low in value for money otherwise,5,Super battery life with 2 days life without charging
Apple iPhone XR (64GB) - Black,0,0, India ,3/2/20,Best budget phone from Apple with better image stabilisation similar to iPhone XS. Battery life is extremely competitive with one plus battery's lifetime.,4,Simply superb
Apple iPhone XR (64GB) - Black,0,0, India ,11/23/19,One of the best iPhone ever. Features are fabulous and battery life is excellent. On an average it lasts up to 10 hrs if you are an extensive phone user. This includes data usage and voice calling.  Bit heavy I comparison to other iPhones or android phones but might be that’s the trick it’s good on battery life. I’ll give 10/10,5,Best iPhone ever
Apple iPhone XR (64GB) - Black,1,0, India ,6/1/19,"The camera quality is not as good as I excepted it to be. It forms grams in the captures which is very evident when the pictures are projected on a monitor or a tv screen. Battery life is superb, goes more than 36 hours with normal usage until it hits the 20% low. Face recognition is perfect.",4,"Worth the buy, however camera quality is not great."
Apple iPhone XR (64GB) - Black,0,0, India ,10/10/19,"Everything else is quite well except battery consumption which does not lie with the promised service that is upto 25 hrs of talktime (wireless) and upto 16 hrs of video streaming (wireless), at all.",2,Battery consumption is not according to the proposed specification
Apple iPhone XR (64GB) - Black,1,0, India ,11/3/19,"Hi, The device is good as it has everything what people look for in this price segment, i have used both i11 and XR , 11 is best because it has new processor rest XR is also a good option.",5,Powerful Device
Apple iPhone XR (64GB) - Black,1,0, India ,10/3/19,"I have received this product  on 1 Jul 2019, Since then i am experiencing difficulty with wi-fi Connections (taking some time to connect, not connecting spontaneously, not detecting other Wi-fi connections). Face ID not working properly (taking time to detect).  I was thinking Amazon sold the one of the damaged product. Very  bad experience with such a costly mobile ordered in Amazone",4,Damaged product
Apple iPhone XR (64GB) - Black,2,0, India ,8/8/19,"Got.the product today, heating up very fast , and also not connecting to Android and other equipment. Not performing when trying to upload to cloud, etc. Connectivity issues.  Amazon says no refund , am in the.process of cancelling other buy orders.",2,"Poor refund policy, will cancel other orders too"
Apple iPhone XR (64GB) - Black,1,0, India ,9/30/19,"Was using X 64gb from last 2 yrs, apart from OLED display things are pretty much the same",5,X series in 38k ... what else u need
Apple iPhone XR (64GB) - Black,1,0, India ,8/28/19,Awesome...,5,Awesome Phone
